samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" "rm - sum"
30 787.75 14304.9375 1255 435 820 61.1125 7.115001360169389 1.4465092040124574 792.5 740.0 801.25 31510 -12.307692307692308 31690.828402366853 720.0 -455.0 1175.0 100.17751479289942 6.580479302997162 0.9616358606679959 -5.0 -62.5 32.5 -480.0 778.8166666666667 106.32472222222222 793.0 744.5 48.5 6.77777777777776 2.8409795383559064 -1.5975987099493594 780.75 777.25 783.375 23364.5
40 742.875 21458.609375 970 350 620 109.83125 0.6817252176803876 -1.2498812137758295 795.0 737.5 822.5 29715 1.875 20830.859375 480.0 -315.0 795.0 89.09375 3.345467442231837 1.3575655138157205 -7.5 -60.0 31.25 75.0 733.675 5886.181875 814.5 566.0 248.5 64.92250000000001 -0.58513296240048 -0.9213130812902717 768.0 689.5 794.75 29347.0
39 780.5128205128206 8189.48060486522 1015 430 585 49.881656804733716 5.981783764182627 -1.125450923649105 790.0 760.0 797.5 30440 -0.6410256410256411 22910.48652202499 585.0 -370.0 955.0 85.43063773833005 5.952625063240562 1.6422348489933785 -5.0 -57.5 32.5 -25.0 783.2820512820513 180.66403681788296 818.0 745.5 72.5 10.002629848783691 0.7836176805330513 0.23625996134968894 781.0 776.0 790.5 30548.0
38 794.6052631578947 6520.238919667591 975 420 555 50.54016620498618 10.139542423479016 -2.444172648816831 815.0 770.0 830.0 30195 -0.2631578947368421 18147.29916897507 555.0 -450.0 1005.0 79.9584487534626 8.052104652548191 0.8429463455196693 -10.0 -48.75 70.0 -10.0 796.5921052631579 241.59020083102502 818.0 767.0 51.0 13.273545706371184 -1.0232543436444566 -0.5758577554197979 801.25 781.25 807.875 30270.5
38 787.2368421052631 13535.128116343492 1215 410 805 58.22714681440443 7.048662343693085 -0.25780448870327494 795.0 773.75 820.0 29915 0.0 37200.0 805.0 -395.0 1200.0 98.94736842105263 7.407937238713329 1.863448629388042 -10.0 -48.75 26.25 0.0 783.2894736842105 234.8504155124654 809.5 741.5 68.0 12.304709141274238 0.05672729868610382 -0.40996636664292296 781.5 773.5 795.125 29765.0
38 783.2894736842105 17226.67936288088 1090 430 660 81.72437673130196 1.949824052095912 -0.8975815768879989 805.0 751.25 828.75 29765 -0.2631578947368421 51082.82548476454 660.0 -545.0 1205.0 135.20775623268696 2.1131439076337504 0.9065962879946896 -15.0 -63.75 22.5 -10.0 785.2105263157895 402.98199445983386 844.0 732.0 112.0 14.594182825484765 1.3797480756958347 0.09498951357187023 786.25 772.375 795.5 29838.0
40 749.25 31221.9375 1025 240 785 117.125 2.023982220697013 -1.5401955149834727 802.5 756.25 821.25 29970 -11.75 41808.1875 550.0 -520.0 1070.0 122.4125 2.60563883362704 0.7812259333979928 -22.5 -61.25 58.75 -470.0 781.875 1180.809375 823.5 626.0 197.5 19.14375 10.41376861821823 -3.1689533956672453 791.25 782.375 796.125 31275.0
46 553.1521739130435 47381.911625708875 915 210 705 206.687145557656 -1.6561412155381645 0.026993272660146787 467.5 355.0 768.75 25445 2.1739130434782608 38181.14366729679 565.0 -445.0 1010.0 130.8695652173913 1.4638521574977785 0.15518109634158006 2.5 -50.0 85.0 100.0 562.0760869565217 24317.575732514175 774.0 314.5 459.5 138.97920604914935 -1.409726433113627 -0.1917501407207523 613.0 408.375 706.125 25855.5
43 668.0232558139535 27919.929691725258 1025 275 750 129.50784207679825 0.009250282405751875 -0.23447898919837395 700.0 570.0 755.0 28725 7.325581395348837 46335.289345592224 495.0 -475.0 970.0 164.82963764196862 -0.10454842097989969 0.09784805992948042 10.0 -120.0 127.5 315.0 631.6744186046511 10778.661438615467 740.0 435.0 305.0 96.9599783666847 -1.340572406424476 -0.5210943122331042 698.5 526.5 720.25 27162.0
37 697.4324324324324 150903.5427319211 1990 205 1785 273.69612856099343 2.367898017818227 1.5779585620502796 600.0 480.0 740.0 25805 20.54054054054054 303213.22132943757 1440.0 -1735.0 3175.0 348.1519357195033 2.6478036166505836 0.06809819983414075 -10.0 -165.0 160.0 760.0 674.2702702702703 10204.616143170198 831.5 454.0 377.5 77.47918188458729 -0.4842767457769286 -0.5580891142824442 681.0 640.0 746.5 24948.0
