 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" label
0 45889 703.6221655884468 17965.353636199816 1995 5 1990 96.88197264431128 5.4980221569341605 0.9653667267862014 660.0 635.0 755.0 32302590 -0.0013069617495861288 10686.539381405904 1705.0 -1495.0 3200.0 28.37060639115417 42.46307790840153 0.38903791307217256 0.0 -5.0 5.0 -60.0 703.6316655407614 12341.58043271378 1265.5 339.5 926.0 85.58634903256814 1.0375525882351688 1.031488488574738 660.5 635.0 750.0 0
