 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" label
0 19046 613.7346585544949 2664.2268245896985 1110 200 910 37.35488193419208 11.517223718943011 -0.1729449295251006 615.0 585.0 645.0 11701465 0.0005245213742460005 1702.8376603595486 515.0 -560.0 1075.0 12.453831079769135 61.77586940219236 0.670649711744994 0.0 -5.0 5.0 10.0 613.7114092197838 1815.0843489854321 851.5 468.5 383.0 34.626899239916426 0.6740373244175021 -0.03748899189794997 616.0 584.0 645.5 0
