 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" label
0 14102 1097.2649058207053 16737.263276258658 1960 205 1755 90.22840138441146 4.816908789775638 -0.6612699627175541 1105.0 1040.0 1165.0 15495575 0.027618440620352663 7886.501609574971 1365.0 -1060.0 2425.0 29.012611823932662 60.4549717317659 1.1500557072783455 0.0 -10.0 10.0 390.0 1097.403666146646 12740.22690969084 1484.0 605.5 878.5 81.65277936035892 1.043230215930229 -0.4847644098521922 1103.0 1044.5 1159.0 0
