 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" label
0 19382 683.4380476239562 4702.311103661686 1990 205 1785 44.88665239724563 52.24247616955829 3.1685227311100035 680.0 645.0 715.0 13260065 -0.06649141796814598 4326.128252464864 1520.0 -1335.0 2855.0 16.696808473627414 176.52394833402508 0.6553780997759788 0.0 -10.0 10.0 -1290.0 683.4087039521205 2587.264018245964 992.0 478.0 514.0 40.719198323650176 0.35443788712476376 0.24973344305591 682.25 648.0 715.5 -1
