 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" label
0 54686 413.11209008152673 913.1387172087171 1725 205 1520 15.937973015766712 114.85874099024656 2.6794612501494046 415.0 405.0 425.0 22599710 9.139932364500504e-05 1652.84663192657 1135.0 -1300.0 2435.0 20.352356103059307 65.11572157761061 0.3750144054074656 0.0 -10.0 10.0 5.0 413.10856526350443 200.816030575112 597.0 296.5 300.5 8.61463856767714 14.705015844402395 -1.040082893968918 415.5 410.0 419.5 0
