 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" "rm - sum" label
76 41 721.7073170731708 16.59726353361095 730.0 715.0 15.0 3.4622248661511072 -0.5093941496126768 0.11201190879086334 720.0 720.0 725.0 29590.0 0.12195121951219512 27.424152290303393 10.0 -10.0 20.0 3.8310529446757884 -0.3959020520325057 0.0787273118839093 0.0 -5.0 5.0 5.0 720.9634146341464 5.6267102914931595 725.5 718.0 7.5 2.032123735871509 -0.8763500760783676 0.6746720435009339 720.5 719.0 722.5 0
77 41 726.5853658536586 22.48661511005355 735.0 720.0 15.0 4.051160023795366 -0.8911407155454838 0.1891032456876468 725.0 725.0 730.0 29790.0 0.12195121951219512 18.88756692444973 10.0 -10.0 20.0 3.1052944675788217 -0.1614718829437649 0.1757879870341258 0.0 -5.0 5.0 5.0 725.9268292682927 10.506841165972636 732.0 722.0 10.0 2.8375966686496032 -1.0814018672716876 0.5785309495323674 725.0 723.0 728.5 0
78 41 732.3170731707318 45.24092801903628 745.0 720.0 25.0 5.657346817370617 -0.6931071507767079 0.25819607344188583 730.0 725.0 735.0 30025.0 0.36585365853658536 21.20761451516954 10.0 -10.0 20.0 3.6525877453896496 -0.6448750808959622 0.0421176141844961 0.0 -5.0 5.0 15.0 731.060975609756 17.295062462819747 741.0 724.0 17.0 3.2272456870910213 -0.19770690148516049 0.28430574010521426 731.5 728.5 733.0 0
79 42 725.3571428571429 170.70578231292515 745.0 705.0 40.0 11.36054421768708 -1.2701312791850008 0.2182164252399921 725.0 715.0 735.0 30465.0 -0.8333333333333334 9.424603174603174 5.0 -5.0 10.0 2.380952380952381 -0.4753462603878114 0.11429404505908118 0.0 -5.0 0.0 -35.0 729.047619047619 148.60487528344672 745.0 709.5 35.5 10.952380952380953 -1.4780875556882505 -0.09447508143322504 729.0 717.75 742.0 0
80 43 688.1395348837209 143.05029745808545 705.0 665.0 40.0 10.80043266630611 -1.3147469455869574 0.0660455123756222 685.0 680.0 700.0 29590.0 -0.813953488372093 52.244456462952954 25.0 -20.0 45.0 4.780962682531097 3.1988718928024893 0.6548804144384089 0.0 -5.0 0.0 -35.0 691.7674418604653 129.0040562466198 709.0 675.5 33.5 10.459707950243377 -1.5654925442455423 0.06969173559788867 690.5 681.0 703.25 0
81 45 675.7777777777778 15.506172839506169 680.0 670.0 10.0 3.377777777777788 -1.3377926082193845 -0.2818068764451028 675.0 675.0 680.0 30410.0 -0.1111111111111111 14.987654320987653 10.0 -5.0 15.0 2.8246913580246917 -0.5562004510800689 0.3254938799400431 0.0 -5.0 0.0 -5.0 676.0888888888887 6.758765432098768 679.5 671.5 8.0 2.3575308641975297 -1.485972678887532 -0.07858420058008674 676.0 673.5 678.5 0
82 44 680.2272727272727 24.948347107438018 690.0 670.0 20.0 3.70867768595042 -0.2987796252716528 -0.3645778411176174 680.0 678.75 685.0 29930.0 0.3409090909090909 14.088326446280995 5.0 -5.0 10.0 2.9648760330578514 -1.2196968614974122 -0.11205447075626956 0.0 -1.25 5.0 15.0 678.6477272727273 20.927040289256198 685.5 671.0 14.5 4.007231404958682 -1.1829234465645149 -0.3766023414263872 680.5 674.375 681.625 0
83 43 690.0 12.790697674418604 700.0 685.0 15.0 2.3255813953488373 0.020661157024793653 0.3812865247742901 690.0 690.0 690.0 29670.0 0.2325581395348837 15.062195781503513 5.0 -5.0 10.0 3.1043807463493778 -1.3365119629716768 -0.08052375332269629 0.0 -5.0 5.0 10.0 689.0581395348837 4.1303407247160635 694.5 686.5 8.0 1.4353704705246015 0.7456478464209289 1.1335054126510211 689.0 687.75 689.25 0
84 45 677.4444444444445 5758.469135802471 705.0 220.0 485.0 29.10617283950618 27.36555218957179 -5.2493345044595285 690.0 690.0 695.0 30485.0 0.0 7710.0 480.0 -260.0 740.0 23.33333333333333 19.428731362742475 2.703736973489393 0.0 0.0 0.0 0.0 677.8111111111111 636.7143209876542 698.0 628.0 70.0 20.77432098765431 -0.13295858830293206 -1.3216723274208455 690.0 689.5 691.0 0
85 44 683.9772727272727 8.613119834710744 690.0 680.0 10.0 2.35020661157024 -0.3820233811130445 0.07627928513928534 685.0 680.0 685.0 30095.0 -0.2272727272727273 18.130165289256198 10.0 -10.0 20.0 3.2644628099173545 -0.5786154333162861 0.08667905761528932 0.0 -5.0 5.0 -10.0 684.6931818181819 6.888817148760327 691.0 682.0 9.0 2.0170454545454803 0.6463723746050944 1.4142885994752832 683.5 683.0 684.625 0
86 43 690.8139534883722 44.104921579232006 700.0 680.0 20.0 5.792320173066528 -1.229382168973981 -0.061866091589201325 690.0 685.0 695.0 29705.0 0.3488372093023256 15.575987020010814 10.0 -10.0 20.0 2.8285559762033534 0.05231843171296235 -0.12398920989555776 0.0 0.0 5.0 15.0 689.3604651162791 31.957274202271496 698.0 682.5 15.5 5.129799891833426 -1.4918983362814338 0.2582754704588467 688.5 684.0 695.0 0
87 43 699.0697674418603 8.436992969172525 705.0 695.0 10.0 2.2714981070849176 -0.3016518737672573 0.04465111981105014 700.0 695.0 700.0 30060.0 0.0 20.930232558139533 10.0 -5.0 15.0 3.72093023255814 -1.0092592592592595 0.3643021402389999 0.0 -5.0 5.0 0.0 698.9767441860464 1.2203893996755006 700.5 697.5 3.0 1.0037858301784741 -1.5516608371050484 -0.08345952085009682 699.0 698.0 700.0 0
88 42 703.809523809524 11.678004535147393 710.0 695.0 15.0 2.7777777777777635 -0.18041285700819465 -0.1058628317831818 705.0 700.0 705.0 29560.0 0.11904761904761905 11.295351473922903 5.0 -5.0 10.0 2.3242630385487524 -0.787498287965064 -0.02791079208913457 0.0 0.0 0.0 5.0 703.0714285714287 7.637755102040818 706.5 699.0 7.5 2.5510204081632644 -1.6498407636917136 -0.03779314737725137 703.0 700.125 706.0 0
89 43 706.5116279069767 7.598702001081668 710.0 700.0 10.0 2.433747971876689 -0.6024683071389694 -0.005854504300272752 705.0 705.0 710.0 30380.0 0.11627906976744184 14.521362898864252 10.0 -5.0 15.0 2.7312060573282864 -0.488951655691146 0.2761594078965676 0.0 -2.5 2.5 5.0 706.3139534883722 0.2212006489994592 708.0 705.5 2.5 0.3591130340724746 3.1465707402508416 1.6398148479480639 706.0 706.0 706.5 0
90 42 712.9761904761905 6.023242630385487 715.0 710.0 5.0 2.409297052154194 -1.8494117647058788 -0.3880570000581393 715.0 710.0 715.0 29945.0 0.0 11.904761904761903 5.0 -5.0 10.0 2.380952380952381 -0.9000000000000004 0.0 0.0 0.0 0.0 0.0 712.6190476190477 2.4977324263038545 715.0 708.5 6.5 1.3095238095238095 -0.07560688196205902 -0.6214760640626866 712.75 711.5 714.0 0
91 42 715.0 21.428571428571427 725.0 705.0 20.0 3.333333333333333 -0.2777777777777777 0.36004114991154784 715.0 710.0 718.75 30030.0 0.2380952380952381 17.800453514739228 5.0 -10.0 15.0 3.1746031746031735 -0.3553288165848514 -0.5657704381690445 0.0 0.0 5.0 10.0 713.952380952381 9.712018140589569 721.0 711.0 10.0 2.6814058956916123 -0.5929621116644292 0.9033020868287099 712.25 711.5 716.0 0
92 42 721.9047619047618 5688.038548752835 910.0 380.0 530.0 27.35827664399093 9.809795268824237 -1.5527410855449941 720.0 720.0 725.0 30320.0 -0.11904761904761905 18535.10487528345 530.0 -505.0 1035.0 52.0578231292517 8.225093378079523 0.4598852380568098 0.0 -5.0 5.0 -5.0 722.202380952381 45.048327664399096 741.0 705.5 35.5 3.473356009070293 3.548255084457196 0.4717556630555498 722.5 720.625 723.5 0
93 41 714.6341463414633 9.01249256395003 720.0 710.0 10.0 2.0345032718619915 -0.2598928209652649 0.029360616757569864 715.0 715.0 715.0 29300.0 0.0 17.073170731707318 10.0 -5.0 15.0 2.9268292682926833 -0.2806122448979593 0.5186043167172678 0.0 -5.0 0.0 0.0 715.109756097561 3.1281975014872097 718.5 712.5 6.0 1.4616299821534844 -0.7985369345776294 0.5789916773992528 714.5 714.0 716.5 0
94 42 717.1428571428571 9.693877551020408 725.0 710.0 15.0 2.789115646258497 -0.02770083102490739 0.5675020785219471 715.0 715.0 720.0 30120.0 0.11904761904761905 18.43820861678005 10.0 -5.0 15.0 3.492063492063492 -1.1423850039081869 0.17994189085411458 0.0 -5.0 5.0 5.0 716.9642857142858 2.0403911564625847 719.5 714.5 5.0 1.1785714285714286 -0.8947527227163539 0.17611753386283854 716.75 716.0 718.0 0
95 43 674.7674418604653 15422.038939967546 830.0 215.0 615.0 77.8420767982693 4.948786747474361 -2.471088246981028 715.0 715.0 720.0 29015.0 0.0 23074.41860465116 375.0 -505.0 880.0 66.97674418604653 4.925166645023684 -1.2098453186924578 0.0 -5.0 5.0 0.0 674.3255813953489 3486.080043266631 718.5 536.5 182.0 50.32828555976203 -0.3008885811651094 -1.0959273915245766 715.0 645.0 716.0 0
96 43 699.4186046511627 7488.615467820444 845.0 205.0 640.0 36.43050297458085 22.4975671056419 -4.484428593085296 715.0 710.0 720.0 30075.0 -0.2325581395348837 11489.480800432666 510.0 -310.0 820.0 40.25959978366684 11.644158916018943 1.5647838427435374 0.0 -5.0 5.0 -10.0 700.1395348837209 842.1898323418062 733.5 635.0 98.5 24.0713899405084 -0.28565437485038897 -1.2303726527704189 713.5 706.5 716.75 0
97 43 691.9767441860464 5890.859924283397 725.0 305.0 420.0 32.04434829637641 17.604453364532958 -4.384875415174567 710.0 705.0 710.0 29755.0 -0.11627906976744184 6743.591130340725 420.0 -325.0 745.0 22.028123309897236 18.65417774151536 1.6480525370234136 0.0 -5.0 2.5 -5.0 692.8604651162791 762.6665765278528 713.5 640.0 73.5 23.25419145484044 -0.2909227938917236 -1.260476446594219 707.5 693.0 709.5 0
98 46 659.8913043478261 19091.836011342155 890.0 275.0 615.0 95.6143667296786 1.63390951333702 -1.5794898220050035 705.0 700.0 710.0 30355.0 3.5869565217391304 18210.503308128544 525.0 -435.0 960.0 55.921550094517954 7.5187050874817976 1.1418811475593773 0.0 -5.0 5.0 165.0 682.7282608695652 2912.072896975425 710.0 506.5 203.5 34.74338374291113 4.737646728218133 -2.4999998428425907 703.0 701.5 704.5 0
99 43 704.0697674418603 2466.576527852894 820.0 405.0 415.0 15.613845321795573 28.27287398784977 -4.773685850326661 705.0 705.0 720.0 30275.0 -3.8372093023255816 7171.903731746891 415.0 -315.0 730.0 27.5716603569497 15.440965950059635 1.480517588418372 0.0 -2.5 2.5 -165.0 679.6627906976744 3371.8107084910753 734.5 504.0 230.5 38.704164413196345 3.4526179105039287 -2.199653496352413 703.0 689.25 705.0 0
100 44 674.2045454545455 14022.662706611567 925.0 220.0 705.0 69.10123966942146 6.121396705807669 -2.297306741346665 705.0 700.0 710.0 29665.0 -6.590909090909091 20181.55991735537 495.0 -460.0 955.0 68.81198347107437 5.0139618212207315 -0.3587967008140649 0.0 -5.0 5.0 -290.0 688.1136363636364 734.9529958677687 709.0 636.0 73.0 23.5444214876033 -0.6060188352818257 -1.1090292811071498 703.75 666.125 705.5 0
101 42 708.2142857142858 22.406462585034014 720.0 690.0 30.0 3.486394557823143 3.9401214853327824 -1.0875009890528349 710.0 705.0 710.0 29745.0 7.023809523809524 2007.2137188208621 290.0 -25.0 315.0 14.7562358276644 34.90289696788746 5.983205089971617 0.0 -5.0 5.0 295.0 692.952380952381 909.4382086167799 710.0 614.0 96.0 24.00340136054421 0.56161193275637 -1.5500709893836084 708.0 706.125 708.5 0
102 42 688.3333333333335 11048.412698412696 845.0 260.0 585.0 52.1428571428571 9.786354195633717 -3.238948596573783 712.5 710.0 715.0 28910.0 0.2380952380952381 20295.18140589569 455.0 -585.0 1040.0 50.55555555555554 8.652479426556152 -1.301368971522125 0.0 0.0 5.0 10.0 687.3809523809523 1719.9501133786846 726.0 593.5 132.5 34.92630385487527 -0.281439654156054 -1.2003693691594026 710.75 680.25 712.0 0
103 43 701.6279069767443 6977.582477014604 815.0 210.0 605.0 35.26230394808006 25.33319421252743 -4.863323587194076 720.0 715.0 720.0 30170.0 -0.11627906976744184 9954.056246619795 470.0 -330.0 800.0 37.58788534342889 11.898456940580733 1.5722691206825683 0.0 -5.0 2.5 -5.0 713.0348837209302 342.5743645213628 720.0 645.5 74.5 10.147647376960526 8.592899741865239 -3.2033862999294453 718.5 717.75 719.5 0
104 43 700.3488372093024 6515.575987020011 870.0 355.0 515.0 38.45321795565168 11.136990961093474 -3.1226796986467282 715.0 715.0 720.0 30115.0 0.0 8394.186046511628 370.0 -310.0 680.0 35.81395348837209 8.81977968437287 1.204235051928962 0.0 -7.5 5.0 0.0 689.2674418604653 1104.224986479178 720.0 641.5 78.5 31.78204434829637 -1.7166344601236745 -0.4294844076807266 713.5 647.5 717.5 0
105 42 711.547619047619 1637.485827664399 900.0 530.0 370.0 11.111111111111107 17.845875389836493 0.2547271463914117 710.0 710.0 715.0 29885.0 -0.11904761904761905 4905.34297052154 370.0 -190.0 560.0 20.175736961451246 17.890836193942977 2.6358344744086657 0.0 -3.75 3.75 -5.0 712.202380952381 23.453089569161 730.5 695.5 35.0 2.5124716553288007 8.682188635411581 1.2920404765873976 711.0 710.5 713.375 0
106 42 710.952380952381 6.2358276643990935 715.0 705.0 10.0 1.9274376417233616 0.1958677685950354 0.329377985375737 710.0 710.0 710.0 29860.0 0.0 14.285714285714285 5.0 -10.0 15.0 2.619047619047619 -0.3750000000000005 -0.3307189138830738 0.0 0.0 3.75 0.0 710.952380952381 0.1763038548752834 711.5 710.0 1.5 0.3083900226757318 -0.16383205301841874 -0.5427980154011649 711.0 710.625 711.0 0
107 43 709.7674418604653 5.759870200108166 715.0 705.0 10.0 1.3304488912925525 1.2747140117701647 -0.12897295663115824 710.0 710.0 710.0 30520.0 0.0 12.790697674418604 10.0 -5.0 15.0 2.3255813953488373 0.020661157024793653 0.3812865247742901 0.0 0.0 0.0 0.0 709.8488372093024 0.4015684153596539 711.0 709.0 2.0 0.5429962141698224 -0.9226861204639798 0.3750690698836256 709.5 709.5 710.5 0
108 42 710.2380952380953 9.467120181405894 715.0 705.0 10.0 2.040816326530581 -0.37068378213632736 -0.02826539951167317 710.0 710.0 710.0 29830.0 0.0 17.857142857142858 5.0 -10.0 15.0 3.333333333333333 -1.0400000000000005 -0.23664319132398465 0.0 -5.0 5.0 0.0 710.0833333333335 1.7728174603174605 711.5 707.5 4.0 1.1626984126984057 -0.8787716045341898 -0.7163049878651537 710.5 709.0 711.0 0
109 42 708.2142857142858 8.120748299319727 715.0 705.0 10.0 2.6020408163265403 -0.7294207943861042 0.19684837373299435 710.0 705.0 710.0 29745.0 0.0 13.095238095238097 5.0 -5.0 10.0 2.619047619047619 -1.0909090909090908 0.0 0.0 -3.75 3.75 0.0 708.452380952381 2.628684807256236 711.0 706.5 4.5 1.4716553287981868 -1.45770452654385 0.3953965748094697 708.0 707.0 710.375 0
110 42 713.2142857142858 14.073129251700678 720.0 705.0 15.0 3.2993197278911586 -0.6599611175509339 0.35204651907278595 715.0 710.0 715.0 29955.0 0.2380952380952381 24.94331065759637 10.0 -10.0 20.0 3.6621315192743773 -0.2688223140495873 -0.09534625892455888 0.0 -3.75 5.0 10.0 712.309523809524 1.8089569160997732 716.0 709.0 7.0 0.9263038548752732 1.2049118481045502 0.3934511036931922 712.5 711.5 712.5 0
111 46 661.9565217391304 754.8676748582233 715.0 620.0 95.0 22.854442344045353 -0.629737288824451 0.7694598254262419 650.0 645.0 678.75 30450.0 -2.065217391304348 27.800094517958414 10.0 -15.0 25.0 4.456521739130435 -0.3861081755999023 -0.00693892655654236 -2.5 -5.0 0.0 -95.0 670.5869565217391 807.9272211720227 716.5 635.5 81.0 25.758034026465012 -1.357040706310153 0.5483293396410984 656.25 646.5 700.625 0
112 47 635.6382978723404 90.0181077410593 650.0 615.0 35.0 7.9628791308284255 -0.6474463202387764 -0.781334002487524 640.0 630.0 642.5 29875.0 0.3191489361702128 17.451335445903126 10.0 -10.0 20.0 3.2005432322317793 -0.5094677184110799 -0.12019474783971087 0.0 -2.5 5.0 15.0 634.6595744680851 76.27772747849704 645.0 620.0 25.0 7.859212313263919 -1.31021959160306 -0.4950465557152413 639.0 626.25 642.5 0
113 48 625.8333333333334 1601.3888888888894 815.0 465.0 350.0 23.92361111111111 12.89268069495542 0.8175568419939622 637.5 605.0 640.0 30040.0 -0.4166666666666667 3918.576388888889 350.0 -180.0 530.0 17.5 20.27930763479908 2.670410829872247 0.0 -1.25 1.25 -20.0 628.375 271.1197916666667 642.5 601.0 41.5 14.947916666666664 -1.3051426530945909 -0.6932191988097506 639.25 608.125 642.0 0
114 46 652.9347826086956 191.93052930056703 670.0 620.0 50.0 11.606805293005678 -0.3989669724358729 -0.8994896857033076 660.0 645.0 665.0 30035.0 0.9782608695652174 22.41257088846881 10.0 -5.0 15.0 4.017013232514178 -0.9754974769417846 0.21640461495985835 0.0 -5.0 5.0 45.0 647.6195652173913 283.41505198487704 666.0 610.5 55.5 14.571833648393204 -0.7366030709996298 -0.7956016888042999 655.5 635.0 660.375 0
115 44 671.7045454545455 9.02634297520661 680.0 665.0 15.0 2.623966942148772 0.002934910079988029 0.31524972519847344 670.0 670.0 675.0 29555.0 0.2272727272727273 12.448347107438016 5.0 -10.0 15.0 2.386363636363636 0.20822644238219112 -0.4522460630166831 0.0 0.0 1.25 10.0 671.1931818181819 3.2751807851239665 673.0 666.5 6.5 1.4096074380165078 0.7461595604462175 -1.4291067292828508 672.0 671.0 672.5 0
116 45 673.4444444444445 10.91358024691358 680.0 670.0 10.0 2.90864197530864 -0.7551749554677487 0.43837872920957627 675.0 670.0 675.0 30305.0 0.0 24.444444444444446 10.0 -10.0 20.0 3.555555555555556 -0.3037190082644625 0.27580903464405365 0.0 -5.0 5.0 0.0 673.1333333333333 0.4155555555555556 674.5 671.5 3.0 0.5037037037037029 -0.04508278761190665 -0.4427044875304596 673.0 673.0 673.5 0
