 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" "rm - sum" label
236 49 608.5714285714286 884.6938775510204 810.0 590.0 220.0 10.17492711370262 39.93492854092586 6.317253823371613 605.0 600.0 610.0 29820.0 -0.30612244897959184 1952.457309454394 215.0 -215.0 430.0 15.05622657226156 19.882587019126397 0.023179282731627462 0.0 -5.0 5.0 -15.0 608.8367346938776 58.575385256143285 624.5 601.5 23.0 6.024573094543947 -0.15247648424921678 1.113995164306525 606.5 602.5 610.5 0
237 50 604.5 29.25 615.0 590.0 25.0 4.22 -0.08196362042515881 0.009482054636328705 605.0 600.0 610.0 30225.0 0.0 47.0 20.0 -15.0 35.0 4.6 0.9271163422363062 0.09310531372206036 0.0 -5.0 5.0 0.0 604.95 12.0225 622.0 601.0 21.0 2.5119999999999982 9.18549839035162 2.217425131152138 605.25 602.125 606.5 0
238 50 604.7 30.41 620.0 595.0 25.0 4.007999999999984 0.14235071473593308 0.29753708291514064 605.0 600.0 608.75 30235.0 0.3 52.41 15.0 -15.0 30.0 5.408 -0.28272765032256864 -0.06508866692987347 0.0 -5.0 5.0 15.0 604.2 4.98 607.0 600.5 6.5 2.0599999999999907 -1.4368800503217285 -0.4985906569334128 605.5 602.0 606.0 0
239 49 608.9795918367348 49.979175343606826 620.0 595.0 25.0 5.5768429820907945 -0.5489796875000001 -0.2426494928228542 610.0 605.0 615.0 29840.0 -0.1020408163265306 105.60183256976259 20.0 -20.0 40.0 8.088296543107036 -0.7490405129044899 -0.07129210020414951 0.0 -5.0 10.0 -5.0 608.5204081632652 12.540399833402748 613.5 603.0 10.5 3.2061640982923776 -1.5628994104926737 0.0565841796863864 608.5 605.0 612.5 0
240 46 644.5652173913044 471.55009451795837 685.0 610.0 75.0 19.206049149338373 -1.30099809478628 -0.13683430476031072 650.0 625.0 660.0 29650.0 1.3043478260869563 54.82041587901702 30.0 -20.0 50.0 5.226843100189036 4.053987812128416 0.630932690165647 0.0 0.0 5.0 60.0 638.804347826087 441.7551984877126 670.0 611.5 58.5 19.17391304347826 -1.5673520799496012 0.06716034755947119 638.75 616.375 659.625 0
241 43 701.2790697674419 459.4104921579232 735.0 670.0 65.0 18.869659275283944 -1.3448142432680257 0.2296363759110617 695.0 682.5 725.0 30155.0 1.3953488372093024 14.33207138994051 10.0 -5.0 15.0 3.2504056246619792 -0.7209042363830549 -0.1914166765002396 0.0 0.0 5.0 60.0 694.8023255813954 389.5597620335316 731.5 669.0 62.5 16.96538669551109 -1.072020292019872 0.4652813318698874 690.0 677.75 710.25 0
242 44 675.9090909090909 11679.855371900827 770.0 355.0 415.0 75.9710743801653 2.6485342343839657 -2.0695547722373364 720.0 713.75 725.0 29740.0 -5.6818181818181825 7776.80785123967 320.0 -390.0 710.0 34.55578512396694 10.421578105623949 -1.0383690409323645 0.0 -5.0 5.0 -250.0 696.6818181818181 2866.228305785124 732.0 519.0 213.0 40.58264462809919 2.394228619173456 -1.878620379167505 720.25 716.25 724.125 0
243 49 617.6530612244898 27215.410245730942 925.0 245.0 680.0 136.22240733027905 -0.2872445486295332 -0.6640084649068076 690.0 485.0 700.0 30265.0 6.632653061224491 49518.763015410244 500.0 -500.0 1000.0 154.99375260308202 0.06309429557760637 -0.0026622383259585747 0.0 -115.0 150.0 325.0 614.1938775510204 2233.0287380258233 712.0 507.0 205.0 37.790920449812596 -0.4919481734361009 -0.058391900400967416 620.5 576.5 635.0 0
244 44 657.9545454545455 17391.270661157025 980.0 260.0 720.0 83.76033057851237 3.188005378505218 -1.6527182688802442 700.0 693.75 701.25 28950.0 -2.386363636363636 22515.32799586777 325.0 -445.0 770.0 76.2190082644628 2.6048082105322106 -0.8856668580345136 0.0 -6.25 10.0 -105.0 647.8863636363636 1793.9529958677685 729.5 557.5 172.0 34.55785123966941 -0.4530037642028244 -0.05412120496965133 633.5 626.0 694.0 0
245 46 655.0 19477.17391304348 890.0 250.0 640.0 103.69565217391305 1.4348222525295586 -1.5587291775396914 712.5 672.5 723.75 30130.0 -3.4782608695652173 28613.98865784499 425.0 -455.0 880.0 96.49338374291115 1.7387981074802497 -0.09620689381085128 2.5 -8.75 17.5 -160.0 659.9347826086956 2574.300094517958 732.0 568.5 163.5 43.77977315689982 -1.0320660475789272 -0.28244971905362776 655.5 632.75 712.875 0
246 44 660.1136363636364 21767.60072314049 930.0 215.0 715.0 108.23347107438019 1.7647728810442436 -1.4587659476675272 720.0 690.0 730.0 29045.0 3.863636363636364 23240.754132231406 460.0 -465.0 925.0 79.18388429752066 3.3692720177269417 -0.19684318327288816 0.0 -5.0 5.0 170.0 653.1477272727273 5596.16567665289 747.5 510.5 237.0 69.16373966942147 -1.4872727871138591 -0.27874518467636145 677.5 582.875 726.625 0
247 47 612.9787234042552 30614.53146220009 940.0 200.0 740.0 140.53870529651422 0.0996620982730283 -0.8046250563859197 695.0 525.0 705.0 28810.0 -0.425531914893617 33394.49977365324 390.0 -535.0 925.0 121.090991398823 1.2793732098142918 -0.6407493232294745 0.0 -65.0 97.5 -20.0 622.7021276595743 5268.2304210049815 718.5 480.0 238.5 61.98460842009958 -0.8490458189443317 -0.6316199457675186 649.5 564.0 684.5 0
248 44 667.2727272727273 12218.69834710743 915.0 265.0 650.0 60.144628099173595 4.335998510738748 -1.3638784250109155 682.5 675.0 690.0 29360.0 0.0 31913.636363636364 605.0 -650.0 1255.0 87.95454545454545 5.253998381886509 0.04077807102537938 0.0 -6.25 5.0 0.0 656.4772727272727 1245.0222107438021 702.0 552.5 149.5 28.98347107438016 0.4977426162189125 -1.1274128656646494 675.0 628.75 680.625 0
249 42 686.1904761904761 16.43990929705215 695.0 680.0 15.0 3.3786848072562257 -0.6408799048751437 0.07613613880607635 685.0 685.0 690.0 28820.0 -0.11904761904761905 17.247732426303855 10.0 -5.0 15.0 3.2539682539682535 -0.9203187654489372 0.2937651240434767 0.0 -5.0 5.0 -5.0 686.547619047619 2.4739229024943308 689.5 684.0 5.5 1.340136054421767 -1.060020911028568 0.14166371302893516 686.25 685.5 688.0 0
250 45 671.6666666666666 5067.777777777777 690.0 200.0 490.0 20.962962962963 39.82540094154027 -6.4591208664026425 680.0 680.0 685.0 30225.0 -0.1111111111111111 10468.32098765432 485.0 -485.0 970.0 23.940740740740736 19.440402076999305 0.003286448103706709 0.0 -5.0 0.0 -5.0 672.8 352.2377777777778 684.5 635.0 49.5 14.96444444444447 0.21772509233254175 -1.4758126126832023 682.0 679.0 683.5 0
251 44 686.0227272727273 15.431301652892554 690.0 675.0 15.0 3.254132231404955 -0.2802233854449452 -0.6581023697347189 685.0 685.0 690.0 30185.0 0.2272727272727273 19.266528925619834 10.0 -10.0 20.0 3.0681818181818183 0.056566208339024815 0.31483267724987496 0.0 -1.25 1.25 10.0 684.75 61.58522727272727 688.5 635.0 53.5 3.136363636363636 33.7222443060953 -5.762962802358628 686.0 684.0 688.0 0
252 44 678.4090909090909 16.78719008264463 685.0 670.0 15.0 3.3884297520661235 -0.3317585798816691 -0.3461329224445203 680.0 675.0 680.0 29850.0 -0.2272727272727273 22.675619834710744 10.0 -10.0 20.0 3.708677685950413 -0.5653250035024722 0.0906711805374468 0.0 -5.0 5.0 -10.0 679.1363636363636 8.97004132231405 684.0 675.0 9.0 2.580578512396693 -1.1324513254542994 0.44259333596669465 678.5 676.5 681.25 0
253 44 676.8181818181819 23.966942148760324 685.0 665.0 20.0 4.173553719008267 -0.5866527942924993 -0.19690109134294012 675.0 675.0 680.0 29780.0 0.0 17.045454545454547 10.0 -10.0 20.0 2.9545454545454546 -0.3600000000000008 0.0 0.0 -5.0 5.0 0.0 677.0909090909091 10.957644628099173 682.0 671.5 10.5 2.8698347107437963 -1.3016797787337622 -0.2716348238335112 677.5 673.5 680.0 0
254 46 661.7391304347826 4592.627599243857 685.0 335.0 350.0 27.835538752362947 17.874474003066762 -4.439848850600226 675.0 675.0 680.0 30440.0 -0.21739130434782608 4485.822306238186 320.0 -320.0 640.0 17.693761814744803 19.65662738546745 0.00982786621956468 0.0 -5.0 5.0 -10.0 662.0326086956521 781.4174149338374 680.0 607.0 73.0 23.18950850661629 -0.07611686376987059 -1.3426188808484116 676.5 673.5 678.5 0
255 47 615.0 12718.085106382978 690.0 230.0 460.0 83.40425531914894 3.1745478732196792 -2.0241036477175736 665.0 652.5 675.0 28905.0 0.3191489361702128 8387.664101403348 225.0 -410.0 635.0 41.45767315527388 7.75004164249821 -1.6209428672103987 0.0 -5.0 5.0 15.0 614.1489361702128 5997.360796740607 679.5 434.0 245.5 65.61204164780442 -0.2994299130747171 -1.0975824827259384 660.0 576.25 670.25 0
256 45 667.1111111111112 919.432098765432 685.0 470.0 215.0 10.237037037037046 36.693257018521344 -6.080878186486652 670.0 665.0 675.0 30020.0 -0.4444444444444444 1792.024691358025 200.0 -200.0 400.0 11.501234567901234 19.14455410394638 0.031790914861312615 0.0 -5.0 0.0 -20.0 668.9222222222222 135.47728395061728 681.5 647.0 34.5 9.000987654320989 -0.4918778172186506 -0.8974815868036491 670.5 667.5 678.5 0
257 45 662.3333333333334 285.1111111111112 695.0 575.0 120.0 8.755555555555548 14.426029516022544 -3.081214123317213 665.0 660.0 670.0 29805.0 -0.2222222222222222 784.3950617283948 120.0 -90.0 210.0 11.629629629629624 9.189565359662463 1.0189114255832152 0.0 -5.0 5.0 -10.0 662.8333333333334 23.13333333333333 667.5 647.5 20.0 4.014814814814799 0.7160393602914947 -1.336785733870588 665.0 659.0 665.5 0
258 46 655.4347826086956 953.0718336483933 860.0 640.0 220.0 9.291115311909241 38.916454994065816 6.3090486768876275 650.0 650.0 655.0 30150.0 0.0 1850.0 205.0 -205.0 410.0 12.173913043478262 19.436529361323718 0.0006147054927699021 0.0 -5.0 5.0 0.0 655.2934782608696 103.88669659735348 676.0 646.0 30.0 8.064272211720253 -0.12936921821914416 1.2183039934125968 651.25 648.125 655.375 0
259 46 655.8695652173913 14.461247637051034 660.0 645.0 15.0 3.0529300567107622 -0.1696783288479078 -0.5991241422134972 655.0 655.0 660.0 30170.0 0.10869565217391304 15.749054820415884 10.0 -10.0 20.0 2.5614366729678633 0.5317867351308929 0.22215741476397466 0.0 0.0 0.0 5.0 655.9347826086956 11.310964083175804 675.5 653.5 22.0 2.0132325141776906 21.99962986287845 4.21219079142989 655.0 654.0 657.5 0
260 46 650.5434782608696 25.248109640831753 660.0 635.0 25.0 3.582230623818546 0.8950708914771215 -0.3471656016472053 650.0 650.0 655.0 29925.0 -0.21739130434782608 35.822306238185256 25.0 -15.0 40.0 3.988657844990548 5.226992989466794 1.148300363942548 0.0 -5.0 5.0 -10.0 651.304347826087 14.820415879017014 658.0 647.0 11.0 3.253308128544434 -1.0046210339604869 0.6429752695965492 650.0 648.125 654.25 0
261 46 655.4347826086956 13.941398865784507 665.0 650.0 15.0 2.797731568998099 -0.5048434357943083 0.17111420879466993 655.0 655.0 660.0 30150.0 0.0 14.130434782608695 10.0 -5.0 15.0 2.608695652173913 -0.41420118343195256 0.30695177158208137 0.0 -3.75 0.0 0.0 655.304347826087 5.53780718336484 658.5 651.0 7.5 2.0604914933837395 -1.11113265336707 -0.4293565868164235 655.75 653.5 657.0 0
262 46 647.2826086956521 20.333175803402646 655.0 640.0 15.0 3.9224952741020815 -0.8097348912382589 -0.13681519867671973 650.0 645.0 650.0 29775.0 -0.10869565217391304 11.401228733459359 5.0 -5.0 10.0 2.3393194706994316 -0.8078498751644339 0.026019780745291533 0.0 0.0 0.0 -5.0 648.2608695652174 11.431947069943288 652.5 642.0 10.5 2.889413988657848 -0.947788513184782 -0.5643149516053145 648.75 646.0 651.0 0
263 45 642.2222222222222 1835.0617283950608 750.0 460.0 290.0 17.111111111111146 12.470229370982953 -3.032991649439792 645.0 645.0 650.0 28900.0 0.2222222222222222 2672.172839506173 290.0 -175.0 465.0 15.437037037037037 21.934659731640316 3.0029611109688488 0.0 -5.0 5.0 10.0 641.2888888888889 122.92765432098766 666.0 608.5 57.5 8.150617283950616 0.6755879236431332 -0.8511835593823828 643.5 642.0 646.0 0
264 46 644.2391304347826 5042.355860113421 965.0 385.0 580.0 27.948960302457472 10.92116672519172 0.7151760859234689 645.0 640.0 650.0 29635.0 0.10869565217391304 11452.705576559549 490.0 -290.0 780.0 45.14177693761816 9.304945038794845 1.4835236915571552 0.0 -10.0 5.0 5.0 645.3152173913044 46.47129017013234 664.5 626.5 38.0 4.5633270321361135 2.5132371315276534 0.5888602564573561 643.75 642.5 647.5 0
265 48 636.1458333333334 4268.999565972223 780.0 375.0 405.0 33.441840277777764 5.718624548561454 -1.707746359954873 645.0 640.0 650.0 30535.0 0.10416666666666667 7842.176649305556 285.0 -245.0 530.0 43.06423611111111 3.626760077812768 0.8380311475688991 0.0 -10.0 5.0 5.0 637.5 235.9375 664.0 590.0 74.0 12.25 1.2988492083680538 -1.1534325033625004 644.25 627.125 646.0 0
266 47 635.1063829787233 3500.520597555454 765.0 365.0 400.0 24.970574920778628 10.893057696136918 -2.6563906982049272 640.0 635.0 645.0 29850.0 -0.6382978723404256 8551.720235400635 390.0 -300.0 690.0 35.78542326844725 10.402977655724355 1.8835418521323155 0.0 -10.0 5.0 -30.0 634.1595744680851 156.4160253508375 663.5 600.5 63.0 9.058397464916249 0.7422815130214313 -0.6197784269213494 636.5 631.0 640.25 0
267 48 620.5208333333334 3874.207899305556 750.0 380.0 370.0 28.836805555555525 9.309159185008417 -2.990162076988353 632.5 630.0 635.0 29785.0 0.0 4086.458333333334 365.0 -230.0 595.0 19.58333333333333 22.70024332146041 2.8569931260183465 0.0 -5.0 5.0 0.0 620.7083333333334 527.6649305555555 647.0 561.0 86.0 18.40798611111109 0.33306263753296506 -1.4145280310933248 631.25 627.125 634.125 0
268 48 630.3125 31.67317708333333 640.0 620.0 20.0 4.544270833333333 -0.7782142513855597 -0.21058029663228214 630.0 625.0 635.0 30255.0 -0.20833333333333331 19.74826388888889 10.0 -10.0 20.0 3.2118055555555562 -0.12662238860041075 0.08139729943767286 0.0 -5.0 1.25 -10.0 631.1145833333334 18.439995659722218 636.0 624.0 12.0 3.898437499999991 -1.3800864309041372 -0.5301969609396221 633.25 626.5 634.625 0
269 47 629.1489361702128 18.424626527840648 640.0 620.0 20.0 3.286555002263463 -0.0023921062004590428 -0.06996783231745372 630.0 625.0 630.0 29570.0 0.0 34.04255319148936 15.0 -15.0 30.0 4.25531914893617 0.21289062500000044 0.16067940469689948 0.0 -5.0 5.0 0.0 629.2021276595743 3.677229515617926 632.0 625.0 7.0 1.554549569941159 -0.3796287494944761 -0.8307103077312887 630.0 628.25 630.5 0
270 50 607.8 885.1599999999997 625.0 405.0 220.0 10.592000000000015 40.19009324667387 -6.309570748245605 610.0 605.0 615.0 30390.0 -0.4 1576.8400000000006 200.0 -195.0 395.0 10.912 21.50868451746413 0.21739481225856114 0.0 -5.0 0.0 -20.0 609.64 182.3504 625.0 583.5 41.5 10.509600000000004 -0.23107066367667084 -1.1109712484099046 614.75 608.25 618.375 0
271 49 607.1428571428571 2571.428571428572 760.0 395.0 365.0 21.28279883381926 8.11210034013605 -1.6763567566805608 610.0 610.0 615.0 29750.0 0.20408163265306126 5012.203248646397 305.0 -220.0 525.0 28.209079550187425 9.316909891897028 1.6029048745507188 0.0 -5.0 5.0 10.0 605.765306122449 70.58267388588087 625.0 575.0 50.0 6.326947105372745 2.27746487559227 -1.267518263047382 609.0 604.5 610.5 0
272 50 600.3 7835.410000000002 760.0 200.0 560.0 51.48400000000003 7.611273430482246 -2.3717731760205454 620.0 615.0 620.0 30015.0 0.1 14621.49 410.0 -410.0 820.0 58.548 4.430599800009632 0.5362837830341989 0.0 -5.0 3.75 5.0 600.17 681.7461 632.5 529.5 103.0 23.642400000000013 -0.5259106933726989 -0.8463636282029258 616.25 572.625 620.5 0
273 50 601.6 7249.44 800.0 355.0 445.0 56.28799999999999 1.873831477619306 -0.8909064247326236 617.5 581.25 635.0 30080.0 0.4 13737.840000000002 415.0 -230.0 645.0 69.744 2.996187890267957 1.287085297745468 -5.0 -42.5 5.0 20.0 600.07 758.4501000000001 636.5 542.5 94.0 22.855999999999987 -0.6595585917925106 -0.8041627994071798 612.0 586.5 618.0 0
274 50 606.2 5800.56 755.0 390.0 365.0 54.47199999999999 1.1838996770162682 -1.1418015708566276 630.0 605.0 640.0 30310.0 0.2 10363.96 365.0 -240.0 605.0 49.848 5.333321242857775 1.3988614472666667 -2.5 -15.0 8.75 10.0 609.71 1162.2909000000002 646.5 529.0 117.5 25.70919999999998 0.4130856124096636 -1.2931865812778272 621.0 608.5 635.0 0
275 43 694.5348837209302 8517.225527312059 870.0 480.0 390.0 80.07571660356949 -0.7544046758293157 -0.5375445261992116 725.0 615.0 765.0 29865.0 2.5581395348837206 3034.1535965386693 205.0 -105.0 310.0 36.928069226608976 3.3143492068200766 0.9944184524607758 0.0 -20.0 30.0 110.0 677.2441860465116 4156.213628988643 767.0 567.0 200.0 58.505678745267716 -1.4901850570081423 -0.0324833455902007 672.5 621.0 744.0 0
276 52 578.2692307692307 25490.273668639053 905.0 345.0 560.0 143.905325443787 -1.348958755978834 0.09545058921952697 555.0 440.0 725.0 30070.0 -0.6730769230769231 28202.912352071005 415.0 -315.0 730.0 120.76183431952663 0.2640324358578394 0.6372319199213814 -15.0 -101.25 60.0 -35.0 583.3173076923077 12065.336815828403 765.5 387.0 378.5 91.66863905325444 -0.9737901802399596 0.06496513952955008 572.0 516.875 684.125 0
277 47 633.0851063829788 5248.46084200996 855.0 355.0 500.0 40.416478044363934 5.7958971069236584 -0.9544348686185284 640.0 620.0 655.0 29755.0 -3.0851063829787235 9323.992756903575 295.0 -290.0 585.0 46.161158895427796 3.7983981630860515 0.7115620454166834 -5.0 -10.0 0.0 -145.0 642.8510638297872 822.9139882299684 695.5 590.5 105.0 22.979628791308283 -0.8364095338614068 -0.053697923968077 645.0 625.25 660.5 0
278 51 591.1764705882352 62.341407151095716 620.0 575.0 45.0 6.089965397923868 2.1587229934937326 1.0136217975696469 590.0 585.0 595.0 30150.0 0.09803921568627452 89.69627066512876 45.0 -35.0 80.0 4.85198000768935 11.174930537808144 1.2009307417888893 0.0 -5.0 2.5 5.0 592.8823529411766 40.280276816609 608.0 583.5 24.5 5.046136101499424 -0.3889569490445704 0.358770592022086 593.5 587.5 596.25 0
279 52 574.2307692307693 1429.2159763313612 590.0 350.0 240.0 14.171597633136045 24.87751497489833 -5.069328500730294 580.0 580.0 585.0 29860.0 0.09615384615384616 1662.9715236686388 235.0 -155.0 390.0 12.056213017751476 22.483398460600558 2.4721956283147644 0.0 -5.0 5.0 5.0 574.1634615384615 203.63193417159766 583.5 543.0 40.5 11.280695266272184 0.5354966844589146 -1.5500798079515026 580.5 580.0 582.0 0
280 51 587.9411764705882 8.996539792387543 595.0 580.0 15.0 2.733564013840823 -0.3354289940828345 -0.06977208653959979 590.0 585.0 590.0 29985.0 0.09803921568627452 11.264898116109187 5.0 -5.0 10.0 2.3068050749711646 -0.7812758447972601 -0.022829902468373336 0.0 0.0 0.0 5.0 587.4705882352941 3.180507497116493 589.5 584.0 5.5 1.6424452133794647 -1.358128026342041 -0.4755342854860972 588.5 585.5 589.0 0
281 51 581.0784313725492 2184.6212995001924 600.0 365.0 235.0 21.303344867358675 14.862775062373238 -4.026529654489162 590.0 590.0 595.0 29635.0 -4.5098039215686265 1406.1322568242983 95.0 -230.0 325.0 13.033448673587086 24.436757770562874 -4.214988732210409 0.0 -5.0 5.0 -230.0 589.8725490196077 87.48865820838141 595.5 536.5 59.0 4.009227220299883 20.222841796649615 -4.39772595419757 591.5 590.0 592.75 0
282 56 546.4285714285714 14589.923469387757 805.0 330.0 475.0 104.38775510204084 -0.8915841632874746 -0.4977037023754815 605.0 447.5 635.0 30600.0 3.928571428571429 16850.63775510204 440.0 -415.0 855.0 76.88775510204083 3.893411446544583 0.2458985053869467 0.0 -30.0 23.75 220.0 536.3392857142857 7276.152742346939 637.0 373.0 264.0 76.99936224489797 -1.3151814769985677 -0.4604483230061419 556.0 454.625 613.875 0
283 52 569.7115384615385 5858.0898668639065 755.0 325.0 430.0 45.87278106508875 3.439025200747309 -1.7473010961931728 590.0 585.0 595.0 29625.0 0.0 7785.576923076923 340.0 -220.0 560.0 37.884615384615394 6.654047398523728 1.7448549313574306 -5.0 -6.25 5.0 0.0 574.3942307692307 1449.3974667159762 617.5 474.5 143.0 28.897559171597663 0.9512325423764558 -1.5658333750881923 588.75 584.5 595.375 0
284 52 583.8461538461537 1042.8994082840238 615.0 365.0 250.0 12.20414201183434 37.60989533725664 -5.933189311082277 587.5 585.0 590.0 30360.0 0.4807692307692308 2161.7880917159764 230.0 -240.0 470.0 12.60724852071006 22.18534665183801 -0.34329188230192004 0.0 0.0 5.0 25.0 579.9615384615385 154.74852071005918 599.0 529.5 69.5 8.939349112426038 3.731181816235408 -1.8248272705334847 583.5 578.75 588.0 0
285 52 575.7692307692307 2606.139053254437 670.0 385.0 285.0 31.642011834319558 5.383229212748576 -2.213440980873111 587.5 580.0 600.0 29940.0 -0.4807692307692308 4386.788091715976 265.0 -175.0 440.0 29.61168639053255 7.601607492688812 1.8111338136974904 0.0 -6.25 5.0 -25.0 579.1153846153846 704.0539940828401 606.5 514.5 92.0 20.113905325443774 0.20108578477884054 -1.1580639117137208 585.75 576.875 599.625 0
286 51 588.1372549019608 2296.0399846212995 780.0 370.0 410.0 17.289504036908884 12.424647878562787 -0.9223284552096226 590.0 585.0 595.0 29995.0 -4.215686274509804 4083.698577470204 245.0 -215.0 460.0 26.27066512879661 7.380639010550747 0.28733452299529544 0.0 -5.0 5.0 -215.0 589.7941176470587 100.29584775086504 608.0 553.0 55.0 6.53517877739331 3.3336243270386605 -0.9424100682049286 589.5 585.75 593.0 0
287 50 601.7 2943.6099999999988 800.0 445.0 355.0 30.9 5.43648840257713 1.236181185462332 602.5 585.0 613.75 30085.0 5.4 9270.840000000002 415.0 -235.0 650.0 41.024 7.810990917411298 2.0311832197715987 0.0 -8.75 5.0 270.0 595.78 207.0316 636.0 566.0 70.0 11.6424 -0.08796451997679844 0.4589360324589568 593.75 585.375 604.625 0
288 50 601.4 8259.04 785.0 370.0 415.0 65.76000000000002 1.1907104498503165 -1.2560039291692875 630.0 620.0 635.0 30070.0 -2.8 11372.16 290.0 -255.0 545.0 55.224 2.5893852580353185 0.7792974509051088 0.0 -13.75 3.75 -140.0 607.51 672.7248999999998 653.0 541.5 111.5 23.2292 -0.8528087021224757 -0.400538092982896 616.25 588.625 631.875 0
289 45 653.6666666666666 5953.777777777777 915.0 420.0 495.0 46.444444444444464 3.0463495777631064 0.2323349028218939 660.0 650.0 665.0 29415.0 3.111111111111111 11409.209876543211 360.0 -245.0 605.0 60.7604938271605 3.878167423528861 1.4106684532024534 0.0 -30.0 10.0 140.0 641.6 954.7733333333333 674.0 543.0 131.0 21.95555555555555 2.59716302375698 -1.8532378129062939 652.5 637.0 660.0 0
290 47 643.6170212765958 4032.6618379357174 725.0 420.0 305.0 42.390221819827964 4.226810455758315 -2.2120658008835963 665.0 652.5 675.0 30250.0 0.3191489361702128 2416.387505658669 140.0 -155.0 295.0 24.90267089180625 3.8094882567140984 0.21461417332371552 0.0 -5.0 5.0 15.0 645.0851063829788 1659.3119058397465 686.0 552.5 133.5 33.1321865097329 -0.09131965410272748 -1.156223254853822 660.5 629.5 674.25 0
291 48 630.9375 4984.016927083333 800.0 385.0 415.0 44.84375 2.5657779599263826 -0.9105053225918348 645.0 633.75 650.0 30285.0 -0.20833333333333331 8860.373263888889 285.0 -240.0 525.0 52.30034722222222 2.380966151299781 0.9281459083317436 0.0 -16.25 10.0 -10.0 630.9375 426.23567708333326 664.5 591.0 73.5 18.96875 -1.2654636927049876 -0.4373893454773487 641.5 613.375 648.25 0
292 47 629.5744680851063 9125.350837483023 915.0 300.0 615.0 47.53282028067005 4.988113965958694 -0.6754778392298076 645.0 635.0 645.0 29590.0 0.0 16121.27659574468 345.0 -365.0 710.0 63.40425531914894 3.0313877998734347 0.053916196330914656 0.0 -15.0 7.5 0.0 629.7340425531913 1177.7750113173379 689.0 536.5 152.5 25.94929832503397 0.8553270664092465 -1.2136854637559489 642.0 631.5 643.25 0
293 47 640.4255319148937 2501.9465821638737 725.0 410.0 315.0 22.643730194658165 12.947850257688104 -3.392227987763567 650.0 645.0 650.0 30100.0 0.10638297872340426 2421.7971933001363 185.0 -210.0 395.0 20.787686736079674 9.576958569459812 -0.08545957719531072 0.0 -5.0 5.0 5.0 640.7127659574468 273.1781349026709 672.0 597.5 74.5 12.610230873698525 0.5178811647629766 -1.1412741432464666 647.0 643.25 647.5 0
294 47 642.2340425531913 1937.0303304662743 740.0 415.0 325.0 18.61023087369853 13.97118770816899 -2.9076031209796027 645.0 645.0 650.0 30185.0 1.702127659574468 5317.315527387959 315.0 -250.0 565.0 30.190131281122678 8.955602943102452 1.2406983860842102 0.0 -5.0 5.0 80.0 644.2872340425532 16.061113626075144 656.0 624.5 31.5 2.0918967858759454 11.892689899396036 -2.304673257075874 645.0 644.5 645.5 0
295 46 646.8478260869565 1390.607277882798 770.0 440.0 330.0 13.610586011342152 20.29526513747211 -2.830119810816522 645.0 641.25 650.0 29755.0 -1.9565217391304348 3562.476370510397 330.0 -195.0 525.0 18.913043478260867 20.51356027369739 2.8319752347802374 -2.5 -5.0 5.0 -90.0 645.3586956521739 62.105033081285455 670.0 621.5 48.5 5.495274102079396 2.089268704621753 0.20833050437652526 645.75 641.75 648.75 0
296 67 437.23880597014926 33589.01759857429 785.0 200.0 585.0 173.08531967030518 -1.581037157646738 0.2352462447554199 350.0 247.5 625.0 29295.0 -5.8955223880597005 20514.86968144353 545.0 -440.0 985.0 74.97660948986412 5.22908539539328 1.0517472699059842 -5.0 -40.0 10.0 -395.0 464.1940298507463 19605.342949431943 645.0 240.0 405.0 126.66295388728001 -1.4586550990542335 -0.11845502053913112 474.0 320.5 594.75 0
297 63 468.33333333333326 19266.666666666668 900.0 235.0 665.0 96.34920634920636 1.2465449593230336 0.4772764315095418 480.0 395.0 507.5 29505.0 1.1111111111111112 21185.273368606704 385.0 -335.0 720.0 89.71781305114641 0.686612493214318 0.3024973575690549 0.0 -20.0 17.5 70.0 454.6825396825397 10503.248425296044 668.0 240.0 428.0 79.66011589821113 -0.3591739756784951 0.07190649529358772 462.5 384.0 484.25 0
298 58 524.6551724137931 28503.329369797866 940.0 215.0 725.0 135.33293697978598 -0.2986374084100336 0.5362602066509616 520.0 400.0 602.5 30430.0 3.534482758620689 45081.90398335316 480.0 -660.0 1140.0 153.57609988109397 0.7358016473067712 0.01679769725822235 -5.0 -123.75 107.5 205.0 521.6637931034484 5361.020585612367 673.5 378.5 295.0 60.16914387633769 -0.7128672982966942 0.28730144340487124 514.5 467.25 576.625 0
299 56 529.1964285714286 2907.8364158163267 730.0 210.0 520.0 22.767857142857146 22.480934629778577 -2.8015139852680604 527.5 520.0 545.0 29635.0 0.625 5761.662946428572 330.0 -340.0 670.0 29.35267857142857 11.840124367906652 -0.00038231229820173245 0.0 -5.0 5.0 35.0 522.8035714285714 335.2917729591836 548.0 467.5 80.5 12.41390306122449 2.2020503068994897 -1.250873639942645 523.75 514.25 533.5 0
