 samples "o - mean" "o - var" "o - max" "o - min" "o - spread" "o - mad" "o - kurtosis" "o - skew" "o - median" "o - first quantile" "o - last quantile" "o - sum" "d - mean" "d - var" "d - max" "d - min" "d - spread" "d - mad" "d - kurtosis" "d - skew" "d - median" "d - first quantile" "d - last quantile" "d - sum" "rm - mean" "rm - var" "rm - max" "rm - min" "rm - spread" "rm - mad" "rm - kurtosis" "rm - skew" "rm - median" "rm - first quantile" "rm - last quantile" label
0 62587 704.003625792643 2800.8936089725603 1930 200 1730 27.18316072583292 53.58215940106893 -1.5190694984890738 700.0 690.0 725.0 44075555 0.0008785100469603553 3131.054131420022 1415.0 -1375.0 2790.0 14.784868921345275 103.44246482249876 1.2453753160292642 0.0 -5.0 5.0 55.0 703.9976592583124 1246.128451708523 1097.5 333.5 764.0 23.3547921367274 14.780302499842 -1.8964995583487485 701.0 689.5 722.5 -1
